,title,sentiment
211,"Falling oil prices hurt Hunting, Weir Group",negative
212,Morning Agenda: Shire's Deal for NPS,positive
213,AstraZeneca wins FDA approval for key new lung cancer pill,positive
214,FCA set to fine Lloyds record Â£100m over PPI,negative
215,"Barclays's Next CEO Should Be Investment Banker, Aberdeen Says",positive
217,Shire to buy NPS for $5.2 billion to boost rare disease drugs,positive
218,Tesco's boardroom clearout continues,negative
219,BHP Billiton says no settlement yet on Brazil dam disaster,negative
220,Arm buoyed by race to build the internet of things,positive
221,AstraZeneca diabetes drug combination faces delay after FDA rebuff,negative
222,Amazon's grocery deal with Morrisons is only the beginning,positive
223,BAE Systems's sales boosted by European Typhoon and currencies,positive
224,CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows,negative
225,Barclays CEO poaches risk head from JP Morgan,negative
226,BP signs $12 billion energy deal in Egypt,positive
227,Shire says internal synergy goals from Baxalta deal higher,positive
228,WPP wins race for 'programmatic buying' agency Essence Digital,positive
230,AstraZeneca investment eats into profit,negative
231,"AstraZeneca bags another cancer drug deal, this time with Inovio",positive
232,CompaniesCentrica shares drop 7% amid capital raise,negative
233,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative
234,UPDATE 1-Britain's Tullow says makes new oil find in Kenya,positive
235,Britain's power supplies enough to meet winter demand - National Grid,positive
236,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive
237,UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,positive
238,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",positive
239,PRESS: US High-Frequency Lawsuit Against Barclays Dismissed - Reuters,positive
240,Shell CEO van Beurden's remuneration fell in 2015,negative
241,"Aberdeen AM posts H1 outflows, says conditions to remain challenging",negative
243,Shell seeks to remove Greenpeace activists from oil rig,neutral
245,Pearson Forecasts Rising Earnings as Reorganization Pays Off,positive
246,Morrisons faces festive sales test,negative
247,Aviva shuts Friends Life head office in rapid integration move,negative
248,Tesco to pay Â£8m to settle class-action lawsuit after accounting scandal,negative
249,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive
250,CompaniesRoyal Mail stake sale delivers Â£750m for taxpayer,negative
251,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,positive
252,Spain's Caixabank launches new takeover bid for Banco BPI,positive
253,Former Aviva Investors analyst Mothahir Miah banned and fined Â£139000 by FCA ...,negative
254,ARM shrugs off smartphone slowdown as newer designs win share,positive
255,UPDATE 1-Petrofac posts net loss hurt by Shetland Islands project costs,negative
256,Do it for me' trend underpins UK sales growth at Kingfisher,positive
257,RBS invites pitches for broker role ahead of privatisation - sources,positive
258,Bunzl delivers small profit increase for 2014,positive
259,AB InBev Holds Talks With Regulators About California Deals,neutral
260,CompaniesMorrison evicted from FTSE 100 as Worldpay joins,negative
261,Barclays denies deferred prosecution offer from SFO,negative
262,LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks,negative
263,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",positive
264,Tesco chief excutive Dave Lewis sees 'encouraging signs' despite profits tumble,positive
265,"EasyJet ""Sneakairs"": Airline is testing smart shoes to help customers explore destinations",positive
266,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive
267,SSE faces profiteering accusations despite 5.3% cut in gas charges,negative
268,CompaniesRBS pulls a surprise: a 27% jump in profits,positive
270,Barclays settles with US investors over Libor manipulation,positive
271,"Tesco says recovery on track, asks investors to be patient",positive
272,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive
273,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",negative
274,National Grid profit up 15%; gas sale on track,positive
275,AstraZeneca chases Acerta to secure next cancer drug winner,positive
276,"Prudential capital ratio beats forecasts, confirms UK head",positive
277,CompaniesEx-City watchdog Turner joins Prudential board,neutral
278,"Militants fire rockets at Algerian BP/Statoil gas plant, no casualties",negative
279,BG Group Still Happy With Shell's $70 Billion Offer,positive
280,CompaniesAstraZeneca wins nod for 'blockbuster' hopeful,positive
281,Shell to Lay Off Another 2200 Staff,negative
282,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive
283,CompaniesDiageo stays neutral on India boardroom turmoil,neutral
284,Tesco to 'axe 10000 jobs' in 'simplification' drive to cut costs by 30 per cent,positive
285,Barclays poised to replace Sir Mike Rake as he heads for exit,positive
286,Tesco bans sugary drinks in â€œchildhood obesity driveâ€퀀,neutral
287,Tata Steel working with StanChart for UK unit sale - source,positive
288,Sainsbury's share price: Grocer launches click-and-collect,neutral
289,AO World shares tumble on profit warning,negative
291,Glencore tells investors it is on track to reduce debt: Barclays,positive
292,Whitbread boss Andy Harrison defends sales fall as 'just a blip',negative
293,Borealis Infrastructure putting together new Severn Trent bid,positive
294,AstraZeneca sells US drug rights to Perrigo for $380 mln,positive
295,Aggreko 2015 Profit Declines - Quick Facts,negative
296,Pearson lags as UK's FTSE slips off record high,negative
297,RBS hands Â£3.3m of shares to top staff,positive
298,Glencore sells agriculture stake for $2.5bn,positive
299,Barclays says has spent $150 million on US 'living will',negative
300,RBS share price: Group plans to slash 600 jobs,negative
301,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive
302,"Eurozone bank lending continues to recover, slowly, Barclays says",positive
303,RBS breaks with past by tearing investment bank apart,negative
304,Aberdeen Asset Management Gains Foothold In China,positive
305,BP to pay investors $175m over Gulf spill claims,negative
306,Persimmon sees post-election pick-up,positive
307,Fewer multi-buys hurt Sainsbury's market share,negative
308,Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive
310,AstraZeneca profit down as sales of stalwarts fade,negative
311,Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones,positive
312,Associated British Foods helps FTSE to rebound,positive
313,Why Shell Cut Ties to Conservative Lobby Group Over Climate Change,neutral
314,Johnson Matthey sells research chemicals unit to Thermo Scientific,positive
315,Tesco rebounds as buyers sense a bargain,positive
316,"Valeant CEO Returns From Leave, Company Withdraws Guidance",neutral
317,AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive
318,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",negative
319,"Failure of leadership' behind Tesco troubles, says former CEO Leahy",negative
320,British American Tobacco says would fight UK 'plain packaging' law,negative
321,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive
322,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive
323,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral
324,Persimmon reports strong trading despite EU vote and planning delays,positive
325,NYSE owner ICE considers offer for LSE,positive
326,CompaniesSanofi poaches immunology expert from AstraZeneca,negative
327,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral
328,BP ends 27-year sponsorship of Tate as falling oil price takes toll,negative
329,Royal Dutch Shell pulls plug on Arctic exploration,negative
331,"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive
332,FDA approves AstraZeneca drug for advanced lung cancer,positive
333,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,positive
334,"Water utility Severn Trent ups savings forecast, FY profit falls",positive
335,Reed Elsevier shares cool after profit dip,negative
336,BAE Systems lines up oil exec Woodburn as next CEO -source,positive
337,Diageo share price: Group issues half-year update,neutral
338,CompaniesDiageo moves CFO to lead North American business,neutral
339,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",negative
340,Legal & General share price: Finance chief to step down,negative
341,CompaniesLSE adds ex-SEC head Schapiro to board,positive
342,"European shares fall on Chinese import data, SABMiller soars",positive
343,"News FeedSchroders books solid earnings growth, several board changes",positive
344,"Valeant, AstraZeneca strike psoriasis drug deal",positive
345,Barclays considers acquisition to help split off retail arm,positive
346,CFTC fines Barclays $560000 for inaccurate swaps position reports,negative
347,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,positive
348,Tesco turnaround gathers pace under new CEO,positive
349,"Tesco, Asda sales fall as march of the discounters continues: Kantar",negative
350,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output",positive
351,BP cuts capex for third time this year to deal with weak oil,negative
352,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,positive
353,Sainsbury chief warns of squeeze on high street retailers,negative
354,US sanctions put Gazprom-Shell alliance plans in jeopardy,negative
355,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration,negative
356,AB InBev to Sell SABMiller Stake in China's Snow Beer,neutral
357,Persimmon share price climbs on 23% rise in full-year revenue,positive
358,Royal Mail hands chief executive Moya Greene a 13% rise in her pay package,positive
359,Travis Perkins to create 4000 jobs,positive
360,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,negative
361,Britain cuts Lloyds Banking Group stake to below 17 pct,negative
362,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,positive
363,BP Reports $583 Million Loss in First Quarter,negative
364,"Britain's FTSE led lower by ITV, William Hill",negative
365,Barclays set to name former JPMorgan banker Staley as new CEO,neutral
366,Friday Papers: Sir Philip Green sells BHS for Â£1,positive
367,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",positive
368,Spain's CaixaBank Expects To Close Deal For Banco BPI,positive
369,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,positive
370,Persimmon revenues lifted 12% by post-election confidence,positive
372,US urges final approval of $20 billion BP oil spill pact,negative
374,UPDATE 1-GSK-linked investigator freed early from China jail - source,positive
375,"FTSE hits three-week low as financials, Tesco fall",negative
377,Weir Group offloads two renewables units,positive
378,Aggreko says first half profits will be lower as the oil price rout claims its latest victim,negative
379,"Industry NewsRevenue, earnings take a tumble at Weir Group",negative
380,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",positive
381,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",negative
382,London stock exchange shareholders vote on merger deal under Brexit cloud,negative
383,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ...",positive
384,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,negative
385,Dave Lewis paid Â£4.1m for first 6 months at Tesco,negative
386,Weir Group says first-half profits will be 'slightly ahead' of expectations,positive
387,Glencore Sells $2.5 Billion Stake in Agriculture Unit,positive
388,AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...,positive
389,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive
390,"Britain's FTSE hits three-week low as financials, Tesco fall",negative
391,Trading ExpertBROKER RECOMMENDATIONSUBS ups RBS to 'buy' as it re-initiates coverage on UK banks,positive
392,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",positive
393,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,negative
394,GKN to buy Fokker Technologies for 706 mln euros,positive
395,Questor share tip: Mondi shares jump 10pc on strong start,positive
396,"Berkshire discloses unit's ties to Iran, opens probe",negative
397,"Rio Tinto swings to loss, drops dividend policy",negative
398,Rio Tinto Reaffirms Goal for Iron Ore Output,positive
399,Shares in easyJet fall to three-year low after Brexit profit warning,negative
400,Shire share price: Group releases full-year results,positive
401,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...,positive
402,Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing,negative
403,SABMiller buys Meantime to quench thirst for craft beer,positive
404,Standard Chartered to slash costs as profits plunge 25%,negative
405,Buffett's Berkshire delivers 9.8% profit growth,positive
406,"Rio Tinto CEO Sam Walsh rejects fears over China growth, demand",positive
407,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn,neutral
408,Reed Elsevier to rename itself RELX Group,neutral
409,Sotheby's chairman takes his final sale,negative
410,Insight hires Aviva's David Hillier for multi-asset team,positive
411,Shell offers 50 percent premium to buy BG for $70 billion,positive
412,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive
413,AB InBev to sell Peroni and Grolsch,positive
414,Unilever posts weaker-than-expected fourth quarter,negative
416,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive
420,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive
421,"HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says",negative
424,RBS bosses ordered to go out and meet small firms,positive
425,AB InBev offers to sell some SABMiller brands,positive
426,RPT-UK supermarkets braced for battle as Tesco comes out fighting,positive
427,"UPDATE 1-Glencore flags sale of some Australia, Chile assets",positive
428,Barclays says not been offered deferred prosecution deal by SFO,positive
429,Aviva promises higher dividends to boost flagging share price,positive
430,Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive
432,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",negative
433,HSBC Posts Surprise Fourth-Quarter Pretax Loss of $858 Million,negative
434,Earnings surge as fund manager Schroders reports a record year,positive
435,Eurocrat left best-placed to unravel London Stock Exchange deal,negative
436,Lawmakers worry AB InBev beer deal will hurt craft brewers,neutral
437,StanLife leads FTSE after strong earnings,positive
438,Lloyds Banking Group eyes return to dealmaking with MBNA bid,positive
440,"UK government sells more Lloyds shares, cuts stake to below 12 percent",negative
442,Tesco says UK store closures put 2000 jobs at risk,negative
443,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,positive
444,"Buffett talks wind energy, Coca-Cola at Berkshire meeting",positive
445,TSB boss: Current account switching must be simpler,negative
446,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,negative
447,Retailers Kingfisher and Sports Direct rise in Britain's share index,positive
448,Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions,negative
449,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",positive
450,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,neutral
451,AstraZeneca says new lung cancer pill Tagrisso approved by EU,positive
452,Two former Barclays traders face retrial over Libor,negative
453,MarketsBP promotes upstream boss to deputy CEO,positive
454,"Glencore swings to loss, will sell more assets",negative
455,Shell to buy BG Group in $69.7 billion takeover,positive
456,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,negative
457,UK's FTSE climbs to record closing high as Standard Chartered surges,positive
458,US judge rules that BP spill smaller than feared,neutral
459,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength,neutral
460,"AB InBev launches SAB bid, to sell MillerCoors stake",positive
461,ARM Royalties Accelerate as Smartphone Market Regains Strength,positive
462,Shell fined by Scottish court for 2011 North Sea oil spill,negative
463,Glencore chief blames rivals' overproduction for share price fall,negative
464,"Ackman, in email, says supports Valeant CEO Pearson",positive
465,GlaxoSmithKline's CEO Witty to bow out in March 2017,negative
466,Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit,negative
468,FTSE slide halted by BP's Â£12bn US settlement - London Report,negative
469,Sainsbury's pressed to raise bid for Home Retail Group,neutral
470,"FDA approves NPS drug, in move validating Shire takeover deal",positive
471,Sanofi poaches AstraZeneca scientist as new research head,positive
473,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive
474,"Broker tips: RBS, Croda, Sage",positive
475,"Royal Mail, Johnson Matthey lead FTSE lower",negative
476,Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown,negative
477,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,negative
478,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative
479,Report: Financial Times up for sale,negative
480,Glencore raises $2.5bn through share placing to help cut debt load,positive
482,No pay hikes this year at Rio Tinto as mining slump bites,negative
483,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",negative
486,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,positive
487,FTSE steadies around 2-month low Diageo shares surge,positive
489,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,positive
490,"We'd support HSBC leaving London, says Standard Life",neutral
491,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive
492,CompaniesTesco bumps up pay for store staff,positive
493,BP pay boss feels the heat from revolt over Dudley's Â£14 million,negative
495,Shell Plans to Shed 2800 Jobs After Buying BG Group,negative
496,"Old Mutual to split up, may list some businesses",positive
498,CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative
499,EasyJet to pass on lower fuel prices to customers,positive
500,Tesco loses two more directors as Garfield and Tammenoms step down,negative
501,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,negative
502,Credit Suisse poaches Prudential's Thiam for Asian push,neutral
503,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",positive
504,Britain's FTSE eyes 7th straight daily rise; Wolseley lags,negative
505,EU regulator backs approval for GSK injectable asthma drug,positive
506,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,negative
507,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive
509,Canadian Pension fund Borealis renews pursuit of Severn Trent : report,positive
510,ITV merger reports boost Footsie stocks,positive
512,Wolseley helps lift FTSE from losses,positive
514,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative
515,CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission,negative
516,AstraZeneca sells Caprelsa rights to Sanofi unit,positive
517,Industry NewsWood Group wins multi-million dollar contract with BP,positive
518,Royal Mail and workers' union agree pay deal,positive
519,Lloyds wins right to buy bonds back early to save 1 billion pounds,positive
520,"Britain's FTSE buoyed by Admiral, building sector gains",positive
521,Tesco share price: Brand Guarantee comes under fire,negative
522,"FTSE led lower by M&S, GlaxoSmithKline",negative
523,FTSE edges up as investors cheer Kingfisher results,positive
524,HSBC chief hit with tax-avoidance scandal,negative
525,British government stake in Lloyds Banking Group fa,negative
526,AstraZeneca's $727 million play to do away with chemotherapy,positive
527,HSBC appoints business leaders to board,positive
529,"Buffett's Berkshire builds Deere stake, dumps Exxon",positive
530,BUZZ-BG Group: outperforms sector after record output,positive
531,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,positive
532,"After Barclays and Bank of America, Citigroup has blockchain in sight",positive
533,"Industry NewsG4S makes 'positive' start to year, no new impairments",positive
534,Morrisons helps FTSE edge higher energy shares slip,positive
535,Old Mutual share price: Wealth unit seen as blue-chip company,positive
536,CompaniesUnilever sales lifted by ice cream in soft economy,positive
537,InterContinental Hotels first-quarter global room revenue lags estimates,negative
538,"Bunzl backs 2015 view, buys more businesses",positive
539,Bidders Abandon Auction Of Tesco Data Unit,negative
541,Euro zone QE helps Standard Life first-quarter funds boost,positive
542,Smith & Nephew 2015 trading profit beats expectations,positive
543,Closely watched AstraZeneca cancer drug fails in mesothelioma,negative
544,Glencore slumps 25 pct as debt fears grow,negative
546,AB InBev offers SABMiller $3 billion breakup fee,positive
547,Barclays Executive Harrison Denies Knowledge of Libor Fixing,negative
548,Standard Life hit by 'unprecedented' number of calls on pension freedoms,negative
549,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive
550,CompaniesAB InBev signals it won't go hostile for SABMiller,positive
551,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million,positive
552,LSE Group names former SEC head Schapiro non-executive director,neutral
553,IAG closes in on Aer Lingus with increased offer,positive
555,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive
556,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,negative
557,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",positive
558,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,negative
559,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive
561,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",positive
562,Compass Group says positive for year ahead,positive
563,Pearson expects to return to growth this year,positive
565,Unilever head's resignation sparks spinoff talk,positive
566,AstraZeneca wins US approval for longer use of blood thinner,positive
567,BAE Systems cuts earnings target for 2015 and 370 jobs,negative
568,Morrisons and Debenhams surprise City with Christmas bounce back,positive
569,Whitbread to hike prices to offset 'substantial' national living wage bill,negative
571,CompaniesCar insurer Hastings Group driving Â£180m IPO,positive
572,GlaxoSmithKline starts hunt for successor to CEO Witty,neutral
573,National Grid's pretax profit rises 15 percent,positive
574,"Britain's FTSE steadies, supported by Dixons Carphone",positive
575,CRH's concrete bid for Holcim Lafarge assets,positive
576,UK's Morrisons in talks to sell convenience stores - source,negative
577,"HSBC keeps headquarters in London, rejects move to Hong Kong",positive
578,Shell share price: Standard Life announce position against BG acquisition,negative
579,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",positive
580,Secretive Barclays deal involved Qatari clients,negative
581,British American Tobacco first-half sales hurt by currency moves,negative
582,"European shares plunge, roiled by BHP and oil; hopes turn to ECB",negative
583,Tullow Oil eyes lower earnings as output falls,negative
584,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",negative
585,BG Group ships first LNG From Queensland Curtis,positive
586,Trading ExpertBROKER RECOMMENDATIONSAnalysts mostly negative on Aberdeen but some see value,negative
587,"MarketsUBS, Goldman Sachs cut metals forecasts",negative
589,CompaniesUK government lines up Â£2bn Lloyds retail share sale,negative
590,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",positive
591,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,positive
592,Standard Chartered Will Close Equity Sales and Research Business,negative
593,CompaniesNational Grid lines up sale of gas business,positive
594,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,positive
595,Prudential knocked after investors withdraw Â£3.9bn from M&G,negative
596,US walrus protections hit Shell's Arctic drilling plan,negative
597,Severn Trent Profit Offsets Interest Rate Swap Losses,positive
598,CompaniesTullow says gas exports at key field disrupted,negative
600,"Tesco, Asda sales fall as march of the discounters continues-Kantar",negative
602,Severn Trent profit up as customer complaints fall,positive
603,US dollar wipes out sales gains for SABMiller,negative
604,"AstraZeneca digs into precision medicine with lung, heart deals",positive
605,Lloyds Banking Group to cut 640 jobs and close 23 branches,positive
606,London Stock Exchange Group's quarterly revenue rises 12 percent,positive
608,Dixons Carphone Profit Beats Forecast in First Year Since Merger,positive
609,PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel,neutral
610,"Associated British Foods Profit Hit by Strong Sterling, Tough Sugar Business",negative
611,Former Schroders trader sentenced to 2 years in prison,negative
612,GSK and Novartis complete deals to reshape both drugmakers,positive
613,Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank,neutral
614,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,negative
616,Barclays hit with record fine as six banks settle forex scandal,negative
617,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders,negative
618,Cuadrilla files to delay application to frack in Lancashire,negative
619,GlaxoSmithKline hails progress with lung disease treatment,positive
620,Morrisons escapes FTSE relegation,positive
621,ITV Acquires 'Poldark' Production Company Mammoth Screen,positive
622,RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned,positive
623,Tesco Sales Deteriorate Ahead of Crucial Christmas Period,negative
625,Tesco sells Blinkbox and broadband service to TalkTalk,positive
627,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,positive
628,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,positive
629,GSK reveals strong trial results for shingles drug,positive
630,Experian says receives class actions related to T-Mobile breach,negative
631,Shell shells out over Nigeria oil spill,negative
632,Tesco to pay $12 million to settle US lawsuit,negative
633,"FTSE 100 moves lower, but HSBC outperforms",positive
634,Meggitt share price tumbles as profit falls in 'challenging year',negative
636,AB InBev attacks SABMiller bid rebuffal,negative
637,Aberdeen to raise 100 mln stg to seed new funds,positive
638,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative
639,The Latest: Buffett says cuts will pay off at Kraft Heinz,positive
640,Glencore Studies Possible IPO for Agricultural Trading Business,positive
642,Gabon Considering Back Tax Penalties Against Royal Dutch Shell,negative
643,"Barclays picks ex-JPMorgan exec Staley as new CEO, to start Dec 1",neutral
645,Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...,negative
646,Government to sell off remaining 14% stake in Royal Mail,negative
647,United Utilities' full-year underlying operating profit falls 9 percent,negative
648,Tesco to close remaining Homeplus stores in UK,negative
649,CEO of Berkshire's Gen Re to retire; Jain's role grows,negative
651,WPP boosts sales despite cautious clients,positive
652,"Britain's FTSE rises, led up by Glencore surge",positive
654,Tesco shareholders back ITV head for chairman,positive
656,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,positive
657,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",positive
658,Shell challenges Exxon dominance with 47 billion-pound bid for BG,positive
659,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,neutral
660,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track",negative
661,ICE Said to Start Lining Up Financing for LSE Bidding War,positive
662,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive
663,Lloyds sells Irish loan portfolio for Â£827m,positive
666,BHP's iron ore outlook holds little cheer for small miners,negative
667,Shire share price under pressure after $32bn Baxalta deal,negative
668,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,positive
669,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive
670,"Five years after BP oil spill, some Gulf oystermen are losing hope",negative
671,Walmart still selling Maryland T-shirts featuring the outline of Massachusetts,neutral
672,"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins",positive
673,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,neutral
674,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,positive
675,Tesco's Sales Pickup Isn't Enough,negative
676,RBS chairman admits surprise at size of regulatory penalties,negative
677,Persimmon sells 17% more houses in 2014,positive
679,ITV strike: Broadcaster's revenue soars but staff walkout for a piece of the action,positive
680,McEwan will be nursing RBS through more struggles yet,negative
681,Arm profits and sales up as shift away from mobile gains pace,positive
683,Land Securities warns of rent rises,negative
684,Glencore shares hit 3-month high after refinancing key credit line,positive
685,RBS becomes a shadow of its former self,negative
686,Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's,positive
687,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,positive
688,UPDATE 1-Pearson expects to grow this year after solid end to 2014,positive
689,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,positive
690,Market Report: Aviva tops the market as traders approve of its choice of Friends,positive
691,Admiral and Schroders lift FTSE with profits surge,positive
692,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive
693,UK's FTSE hits new record highs as CRH climbs,positive
697,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",positive
698,MarketsMoneysupermarket slides 11% on Barclays Brexit warning,negative
700,Can Christmas Save Sainsbury's plc And Tesco plc?,negative
701,HSBC Says Unit to Book $585 Million Charge on Settlement,negative
702,FTSE boosted by Dixons Carphone with Fed in focus,positive
703,Standard Life impresses as fee-based products offset annuities slump,positive
704,CompaniesHome Retail trims gains but is considered 'in play',positive
705,Intertek Group announces strategic update outlining its plan,neutral
706,Valeant CEO Pledges to Heed Critics After `Painful' Experience,negative
707,Industry NewsHammerson joint venture buys Dublin loan portfolio,positive
709,Greenpeace Protest of BP Forces British Museum to Close,negative
710,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",positive
711,UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive
712,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",negative
713,Royal Mail chairman Donald Brydon set to step down,negative
714,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive
715,Prudential shares halted in Hong Kong pending announcement,negative
716,"CompaniesPound to boost ABF for now, but mixed impact ahead",positive
